business,category,sales,date
RetailCorp,stationery,161.2,31-08-2022
RetailCorp,clothing,244.5,13-04-2025
RetailCorp,beauty,93.6,07-06-2027
RetailCorp,clothing,269.5,04-07-2032
RetailCorp,electronics,202.5,02-02-2032
RetailCorp,sports,146.9,12-07-2021
RetailCorp,sports,195.5,17-05-2031
RetailCorp,stationery,282.9,13-09-2024
RetailCorp,stationery,281.6,18-04-2017
RetailCorp,food,264.6,28-08-2031
RetailCorp,toys,223.9,29-10-2020
RetailCorp,electronics,238.6,29-07-2015
RetailCorp,food,224.8,05-09-2020
RetailCorp,clothing,180.7,11-08-2016
RetailCorp,food,169.6,12-05-2018
RetailCorp,electronics,149.8,27-06-2028
RetailCorp,toys,258.2,09-03-2021
RetailCorp,furniture,113.6,22-09-2018
RetailCorp,furniture,164.8,18-11-2017
RetailCorp,clothing,252.4,09-09-2017
RetailCorp,furniture,231.7,21-03-2032
RetailCorp,furniture,171.1,13-09-2028
RetailCorp,sports,114.9,12-07-2018
RetailCorp,electronics,192,03-04-2028
RetailCorp,food,154.9,25-11-2021
RetailCorp,food,188.5,12-02-2030
RetailCorp,furniture,277.7,22-05-2020
RetailCorp,stationery,201.6,09-04-2029
RetailCorp,beauty,235.8,03-06-2032
RetailCorp,toys,194.5,22-11-2026
RetailCorp,online,191.8,06-09-2029
RetailCorp,online,95,29-05-2019
RetailCorp,sports,160.6,09-08-2021
RetailCorp,sports,185,17-10-2026
RetailCorp,beauty,217.5,14-10-2015
RetailCorp,furniture,296.3,09-02-2015
RetailCorp,beauty,168,15-02-2031
RetailCorp,beauty,184.4,10-10-2016
RetailCorp,online,259.3,18-06-2029
RetailCorp,electronics,142.6,14-07-2025
RetailCorp,food,185.3,25-05-2028
RetailCorp,stationery,200.3,02-05-2027
RetailCorp,stationery,183.9,14-02-2031
RetailCorp,stationery,246.6,02-10-2033
RetailCorp,food,180,14-01-2029
RetailCorp,beauty,230.5,24-05-2033
RetailCorp,online,221.6,24-10-2026
RetailCorp,sports,200.4,02-12-2024
RetailCorp,stationery,211.8,15-01-2023
RetailCorp,stationery,225.6,12-09-2031
RetailCorp,furniture,223.6,15-06-2031
RetailCorp,online,287.3,06-07-2020
RetailCorp,beauty,241.1,14-10-2029
RetailCorp,stationery,150.9,28-04-2020
RetailCorp,sports,176.3,24-02-2019
RetailCorp,food,205.2,11-08-2028
RetailCorp,food,172.8,08-06-2021
RetailCorp,clothing,207.4,06-09-2016
RetailCorp,furniture,197.4,11-02-2026
RetailCorp,furniture,168.8,30-03-2032
RetailCorp,clothing,192.9,08-12-2026
RetailCorp,furniture,273.2,05-03-2024
RetailCorp,sports,254.9,22-12-2032
RetailCorp,stationery,189.4,25-11-2026
RetailCorp,electronics,201.4,07-07-2025
RetailCorp,clothing,187.4,10-09-2033
RetailCorp,electronics,194.9,09-03-2033
RetailCorp,food,113.7,01-11-2032
RetailCorp,online,207,07-04-2028
RetailCorp,furniture,198.2,31-08-2024
RetailCorp,sports,182.3,27-04-2026
RetailCorp,clothing,222.9,11-10-2020
RetailCorp,online,205.1,05-02-2033
RetailCorp,clothing,234.9,18-01-2030
RetailCorp,toys,239.6,13-05-2026
RetailCorp,furniture,229.4,16-06-2029
RetailCorp,online,177,25-12-2017
RetailCorp,stationery,143.9,26-03-2019
RetailCorp,toys,133.2,11-04-2016
RetailCorp,toys,167.7,21-05-2023
RetailCorp,online,232.8,21-01-2022
RetailCorp,electronics,223.8,19-10-2031
RetailCorp,toys,182.2,13-02-2030
RetailCorp,sports,187,29-07-2015
RetailCorp,clothing,182.6,11-04-2025
RetailCorp,electronics,197.7,28-12-2020
RetailCorp,clothing,201.3,04-09-2018
RetailCorp,clothing,200.9,15-03-2019
RetailCorp,clothing,211.4,06-12-2029
RetailCorp,electronics,201.9,15-03-2025
RetailCorp,electronics,258.4,27-04-2030
RetailCorp,sports,133.7,26-04-2021
RetailCorp,toys,219.1,25-06-2032
RetailCorp,clothing,152.5,13-02-2020
RetailCorp,toys,187.6,18-02-2015
RetailCorp,toys,138,15-04-2025
RetailCorp,toys,150,19-10-2028
RetailCorp,online,100.8,14-12-2025
RetailCorp,sports,203.2,01-02-2028
RetailCorp,online,170.8,03-10-2025
RetailCorp,furniture,204.7,25-05-2018
RetailCorp,furniture,206.2,11-09-2027
RetailCorp,beauty,201.3,30-10-2029
RetailCorp,furniture,170.5,03-01-2032
RetailCorp,electronics,164.6,24-06-2031
RetailCorp,stationery,280,26-11-2025
RetailCorp,stationery,245.4,07-04-2022
RetailCorp,toys,171.6,25-02-2022
RetailCorp,sports,163.8,30-06-2018
RetailCorp,sports,122.3,04-09-2021
RetailCorp,food,173.6,19-05-2030
RetailCorp,sports,228.4,15-08-2016
RetailCorp,stationery,249.5,22-06-2027
RetailCorp,furniture,286.4,31-07-2024
RetailCorp,furniture,205.9,06-02-2033
RetailCorp,online,254.5,08-07-2030
RetailCorp,online,204,06-02-2023
RetailCorp,toys,227.5,27-07-2019
RetailCorp,clothing,185.5,02-02-2021
RetailCorp,food,107.6,16-06-2031
RetailCorp,electronics,263.2,17-11-2030
RetailCorp,online,168.8,31-08-2016
RetailCorp,electronics,186.8,11-09-2016
RetailCorp,online,261.3,31-03-2023
RetailCorp,sports,190,12-11-2015
RetailCorp,furniture,218.6,30-08-2025
RetailCorp,food,264.9,04-01-2026
RetailCorp,stationery,217.2,01-12-2015
RetailCorp,sports,127.6,26-06-2019
RetailCorp,stationery,281.8,20-08-2022
RetailCorp,furniture,179.4,25-01-2019
RetailCorp,beauty,202.5,27-03-2029
RetailCorp,electronics,256,27-05-2021
RetailCorp,toys,224.7,22-06-2021
RetailCorp,stationery,201,14-03-2029
RetailCorp,beauty,267.1,27-10-2023
RetailCorp,stationery,214.2,13-03-2016
RetailCorp,electronics,218.8,19-03-2029
RetailCorp,toys,213.3,11-12-2033
RetailCorp,toys,273.6,27-01-2028
RetailCorp,toys,196.8,11-06-2028
RetailCorp,stationery,234.3,10-01-2027
RetailCorp,sports,215.1,21-10-2015
RetailCorp,furniture,119.7,12-03-2020
RetailCorp,toys,178.2,20-05-2018
RetailCorp,sports,167.4,13-07-2031
RetailCorp,toys,169.6,19-09-2022
RetailCorp,online,206.9,14-03-2017
RetailCorp,stationery,276.4,30-08-2031
RetailCorp,food,231.4,23-01-2019
RetailCorp,toys,174.8,14-11-2021
RetailCorp,furniture,220.2,16-06-2032
RetailCorp,online,162.2,14-07-2020
RetailCorp,sports,170.9,11-12-2029
RetailCorp,electronics,179,09-08-2028
RetailCorp,online,261.3,07-10-2031
RetailCorp,food,209.6,30-05-2031
RetailCorp,sports,199.3,22-10-2023
RetailCorp,clothing,114.2,20-10-2017
RetailCorp,online,237.7,24-07-2027
RetailCorp,toys,219.9,05-08-2017
RetailCorp,food,64.2,27-06-2028
RetailCorp,clothing,201.3,17-02-2027
RetailCorp,sports,263.2,12-10-2028
RetailCorp,stationery,255.5,11-12-2020
RetailCorp,stationery,184.3,12-10-2032
RetailCorp,electronics,155,15-02-2023
RetailCorp,clothing,193.3,28-09-2026
RetailCorp,food,232.9,31-01-2020
RetailCorp,food,158.9,14-06-2024
RetailCorp,sports,143.8,25-01-2031
RetailCorp,electronics,128.7,12-08-2033
RetailCorp,online,144.1,15-09-2028
RetailCorp,toys,259.9,12-02-2024
RetailCorp,toys,285.8,10-04-2018
RetailCorp,clothing,221.1,01-02-2015
RetailCorp,clothing,164.5,20-11-2021
RetailCorp,clothing,213.8,19-08-2022
RetailCorp,food,230,09-06-2021
RetailCorp,toys,183.8,01-04-2017
RetailCorp,clothing,268.8,21-06-2015
RetailCorp,toys,300.6,02-05-2022
RetailCorp,toys,162.6,19-03-2021
RetailCorp,sports,207.9,10-09-2031
RetailCorp,online,209.6,09-01-2028
RetailCorp,beauty,225.1,18-02-2019
RetailCorp,online,185.3,22-07-2030
RetailCorp,food,156.7,22-11-2030
RetailCorp,clothing,243.4,17-08-2025
RetailCorp,beauty,196.1,14-11-2019
RetailCorp,electronics,209.4,13-05-2024
RetailCorp,electronics,233.1,30-04-2032
RetailCorp,toys,203.9,18-05-2018
RetailCorp,stationery,178.7,20-05-2017
RetailCorp,sports,397.8,17-08-2031
RetailCorp,toys,158.3,23-07-2031
RetailCorp,furniture,180.4,31-12-2017
RetailCorp,stationery,165.6,16-05-2025
RetailCorp,electronics,363,27-04-2022
RetailCorp,online,287.6,26-08-2031
RetailCorp,electronics,184.2,10-04-2020
RetailCorp,beauty,251.5,17-09-2016
RetailCorp,stationery,193.5,20-03-2017
RetailCorp,stationery,196.4,05-02-2022
RetailCorp,food,219.3,07-04-2029
RetailCorp,electronics,155.5,26-01-2031
RetailCorp,sports,259.6,18-06-2016
RetailCorp,toys,201.4,15-02-2024
RetailCorp,sports,289.5,04-04-2015
RetailCorp,furniture,192.1,13-05-2033
RetailCorp,food,170.1,20-09-2027
RetailCorp,beauty,255.2,06-08-2016
RetailCorp,stationery,269.4,27-04-2028
RetailCorp,food,147.7,08-09-2016
RetailCorp,beauty,242.7,26-08-2026
RetailCorp,electronics,141.3,27-07-2028
RetailCorp,electronics,222.9,28-05-2028
RetailCorp,furniture,215.3,01-09-2021
RetailCorp,stationery,131.1,25-07-2021
RetailCorp,furniture,191.5,19-01-2023
RetailCorp,beauty,288.3,21-04-2016
RetailCorp,toys,218.9,21-02-2020
RetailCorp,toys,174.6,31-01-2026
RetailCorp,sports,145.1,28-09-2016
RetailCorp,clothing,210.1,27-04-2016
RetailCorp,sports,231.5,02-03-2032
RetailCorp,toys,92,25-01-2028
RetailCorp,stationery,145.7,11-05-2016
RetailCorp,clothing,200.9,20-07-2027
RetailCorp,online,203.6,02-04-2031
RetailCorp,food,140.8,25-10-2016
RetailCorp,sports,190.4,07-10-2022
RetailCorp,toys,280.9,20-11-2031
RetailCorp,sports,152.7,03-11-2026
RetailCorp,furniture,221.1,23-02-2029
RetailCorp,clothing,187.5,10-05-2023
RetailCorp,food,209.8,02-10-2016
RetailCorp,beauty,226.1,30-08-2032
RetailCorp,sports,196.1,13-05-2023
RetailCorp,electronics,92.3,08-05-2018
RetailCorp,toys,168.6,06-06-2016
RetailCorp,clothing,374.6,21-09-2021
RetailCorp,electronics,202.6,07-12-2031
RetailCorp,beauty,189,25-03-2016
RetailCorp,electronics,220.1,18-11-2028
RetailCorp,electronics,188.5,28-03-2029
RetailCorp,sports,245.5,09-02-2025
RetailCorp,food,171.3,20-10-2018
RetailCorp,online,300.6,05-02-2018
RetailCorp,food,196.8,16-03-2029
RetailCorp,online,165.9,15-03-2031
RetailCorp,sports,213.4,22-01-2017
RetailCorp,food,242.6,14-06-2032
RetailCorp,stationery,294.2,02-12-2030
RetailCorp,sports,249,11-10-2020
RetailCorp,stationery,163,21-07-2025
RetailCorp,beauty,182.9,24-01-2023
RetailCorp,electronics,121.2,20-10-2019
RetailCorp,sports,203.1,10-07-2028
RetailCorp,food,277.2,16-01-2024
RetailCorp,toys,178.5,22-04-2031
RetailCorp,toys,116.3,06-01-2029
RetailCorp,food,168.2,09-02-2020
RetailCorp,food,161.7,13-09-2020
RetailCorp,toys,190.1,15-08-2024
RetailCorp,beauty,201.2,14-01-2018
RetailCorp,electronics,257.9,28-08-2028
RetailCorp,beauty,201.6,23-11-2018
RetailCorp,beauty,160.3,15-05-2017
RetailCorp,online,173,03-01-2025
RetailCorp,electronics,179.7,01-07-2031
RetailCorp,online,180.4,22-08-2017
RetailCorp,toys,204.9,20-07-2031
RetailCorp,electronics,190.4,26-01-2016
RetailCorp,online,162,25-01-2019
RetailCorp,furniture,215.6,25-03-2022
RetailCorp,stationery,187,21-09-2024
RetailCorp,food,93.4,22-08-2023
RetailCorp,stationery,255.5,15-08-2030
RetailCorp,furniture,216.5,25-09-2026
RetailCorp,beauty,163.9,28-08-2031
RetailCorp,clothing,181.4,09-07-2025
RetailCorp,food,108.6,09-02-2030
RetailCorp,food,277.7,29-12-2020
RetailCorp,electronics,243.5,09-07-2016
RetailCorp,toys,223.3,20-07-2020
RetailCorp,stationery,147.6,17-02-2018
RetailCorp,furniture,212.2,05-08-2028
RetailCorp,beauty,214.8,22-05-2016
RetailCorp,clothing,126.2,26-10-2022
RetailCorp,electronics,135.2,30-03-2022
RetailCorp,stationery,195.5,20-02-2022
RetailCorp,beauty,53.8,03-07-2020
RetailCorp,clothing,237.8,24-12-2021
RetailCorp,online,134.8,19-01-2026
RetailCorp,stationery,167.2,22-02-2029
RetailCorp,toys,214.4,14-11-2031
RetailCorp,toys,232,06-06-2026
RetailCorp,online,185.9,18-04-2018
RetailCorp,online,141.8,18-10-2020
RetailCorp,sports,175.3,14-11-2026
RetailCorp,online,220,10-11-2019
RetailCorp,clothing,184.2,29-11-2024
RetailCorp,furniture,236.5,17-08-2022
RetailCorp,food,120.2,05-12-2023
RetailCorp,clothing,161.2,12-12-2027
RetailCorp,clothing,197.7,16-03-2028
RetailCorp,sports,228.9,15-06-2031
RetailCorp,online,250.5,13-05-2032
RetailCorp,furniture,270.8,08-10-2021
RetailCorp,online,234.3,08-07-2030
RetailCorp,online,161.9,06-08-2026
RetailCorp,sports,147.9,26-06-2016
RetailCorp,beauty,182,06-02-2016
RetailCorp,furniture,201.6,18-06-2033
RetailCorp,furniture,242.8,03-02-2031
RetailCorp,clothing,232.1,10-04-2025
RetailCorp,sports,277.5,04-04-2031
RetailCorp,furniture,158.7,08-01-2032
RetailCorp,stationery,235.1,02-06-2031
RetailCorp,electronics,234.6,29-12-2031
RetailCorp,stationery,181.5,21-03-2015
RetailCorp,electronics,162.4,15-02-2027
RetailCorp,sports,147,24-10-2026
RetailCorp,clothing,227.5,14-06-2032
RetailCorp,online,145.4,07-06-2022
RetailCorp,online,180.9,11-04-2018
RetailCorp,food,171.1,08-05-2026
RetailCorp,clothing,166.8,11-02-2025
RetailCorp,food,72.9,20-02-2024
RetailCorp,food,129.9,02-08-2020
RetailCorp,clothing,99.9,11-06-2022
RetailCorp,stationery,248.6,08-11-2033
RetailCorp,toys,195.6,18-07-2024
RetailCorp,clothing,224.1,31-01-2018
RetailCorp,online,202.5,15-07-2026
RetailCorp,clothing,208.2,31-05-2028
RetailCorp,electronics,164,04-04-2021
RetailCorp,clothing,145.3,14-12-2028
RetailCorp,stationery,224.9,22-03-2024
RetailCorp,food,247.7,10-05-2022
RetailCorp,beauty,115.6,21-03-2033
RetailCorp,clothing,194.9,22-05-2017
RetailCorp,electronics,183,10-06-2017
RetailCorp,electronics,273.1,30-08-2027
RetailCorp,furniture,142.3,29-05-2024
RetailCorp,clothing,159.3,10-11-2016
RetailCorp,toys,174.8,10-10-2026
RetailCorp,toys,230.9,21-06-2030
RetailCorp,electronics,196,03-12-2032
RetailCorp,food,234.8,15-03-2017
RetailCorp,toys,159.4,17-04-2018
RetailCorp,electronics,109.8,06-05-2027
RetailCorp,beauty,267.9,01-07-2032
RetailCorp,stationery,239.9,09-10-2024
RetailCorp,sports,116,07-12-2021
RetailCorp,food,157.7,26-09-2028
RetailCorp,sports,184,17-01-2027
RetailCorp,toys,231.1,03-01-2022
RetailCorp,stationery,185.1,05-11-2015
RetailCorp,beauty,217.8,13-03-2017
RetailCorp,clothing,196.8,15-09-2030
RetailCorp,toys,215.3,31-05-2027
RetailCorp,electronics,188.1,12-07-2019
RetailCorp,toys,224.3,31-07-2021
RetailCorp,clothing,211.3,05-05-2030
RetailCorp,toys,129.2,19-12-2027
RetailCorp,sports,226.6,31-12-2023
RetailCorp,electronics,215.6,07-04-2019
RetailCorp,stationery,272,29-09-2026
RetailCorp,furniture,273.3,20-09-2031
RetailCorp,toys,182.2,17-06-2017
RetailCorp,clothing,195.9,04-01-2024
RetailCorp,toys,144.1,28-07-2022
RetailCorp,clothing,174.3,20-05-2033
RetailCorp,food,181.9,03-06-2023
RetailCorp,stationery,130.5,09-12-2015
RetailCorp,beauty,254.7,16-12-2026
RetailCorp,toys,249.7,25-05-2032
RetailCorp,food,121.4,23-03-2033
RetailCorp,sports,221.2,07-02-2030
RetailCorp,food,145.3,17-09-2028
RetailCorp,clothing,236.7,04-03-2025
RetailCorp,toys,125.1,14-04-2033
RetailCorp,beauty,235.1,13-12-2033
RetailCorp,toys,197.4,13-11-2021
RetailCorp,furniture,247.6,25-06-2032
RetailCorp,electronics,269.5,24-02-2033
RetailCorp,food,164.5,03-10-2027
RetailCorp,toys,167,15-08-2029
RetailCorp,electronics,231.3,26-09-2022
RetailCorp,electronics,275,09-07-2027
RetailCorp,sports,208.7,13-09-2033
RetailCorp,electronics,180.5,16-08-2020
RetailCorp,food,187.3,11-08-2015
RetailCorp,electronics,135.1,16-06-2016
RetailCorp,beauty,170.2,13-09-2022
RetailCorp,electronics,163.6,21-10-2031
RetailCorp,furniture,288.8,28-06-2020
RetailCorp,food,320.4,06-11-2025
RetailCorp,furniture,135.3,17-08-2025
RetailCorp,clothing,142.4,05-04-2015
RetailCorp,online,235.2,05-07-2032
RetailCorp,food,220.1,14-10-2022
RetailCorp,clothing,141,15-09-2015
RetailCorp,sports,145.1,16-04-2026
RetailCorp,clothing,205.3,06-11-2018
RetailCorp,furniture,197.5,10-04-2020
RetailCorp,electronics,112.5,25-02-2031
RetailCorp,stationery,241.7,09-05-2023
RetailCorp,furniture,231.2,13-01-2015
RetailCorp,toys,253.1,06-08-2028
RetailCorp,furniture,238.6,19-05-2025
RetailCorp,furniture,170.4,29-08-2032
RetailCorp,electronics,243.5,11-02-2030
RetailCorp,food,149.5,11-05-2032
RetailCorp,clothing,247.9,25-10-2017
RetailCorp,clothing,273.2,08-12-2020
RetailCorp,toys,272.8,10-03-2031
RetailCorp,clothing,223.9,28-07-2027
RetailCorp,toys,190.1,09-09-2021
RetailCorp,electronics,124.1,23-05-2021
RetailCorp,online,125.4,17-08-2022
RetailCorp,clothing,276,02-11-2023
RetailCorp,stationery,190.6,15-01-2025
RetailCorp,stationery,200.3,10-02-2017
RetailCorp,clothing,207.5,13-01-2025
RetailCorp,food,261.1,04-02-2030
RetailCorp,electronics,147.8,26-05-2021
RetailCorp,stationery,209.9,20-03-2019
RetailCorp,beauty,142.5,18-03-2019
RetailCorp,stationery,222.8,07-07-2022
RetailCorp,toys,119,07-04-2027
RetailCorp,online,128.5,18-06-2022
RetailCorp,stationery,184.4,19-01-2025
RetailCorp,stationery,149.6,27-07-2024
RetailCorp,food,165,21-05-2015
RetailCorp,food,263.4,16-02-2028
RetailCorp,toys,207.8,04-01-2031
RetailCorp,furniture,166.8,05-12-2020
RetailCorp,clothing,205.3,29-02-2024
RetailCorp,sports,216.3,01-06-2023
RetailCorp,sports,208.4,29-05-2017
RetailCorp,beauty,363.5,03-10-2029
RetailCorp,online,273.8,29-11-2024
RetailCorp,beauty,267.8,25-12-2021
RetailCorp,food,125.6,08-12-2015
RetailCorp,toys,251.4,30-12-2031
RetailCorp,food,157.3,23-11-2026
RetailCorp,toys,271.2,29-03-2022
RetailCorp,furniture,105.4,20-10-2020
RetailCorp,stationery,230.6,26-01-2016
RetailCorp,beauty,211.8,13-10-2030
RetailCorp,stationery,182.9,26-06-2022
RetailCorp,beauty,231.4,15-12-2018
RetailCorp,clothing,118,08-01-2027
RetailCorp,food,197.8,19-08-2027
RetailCorp,clothing,257.6,14-01-2016
RetailCorp,stationery,207.2,29-07-2020
RetailCorp,beauty,309.5,31-03-2031
RetailCorp,beauty,269.3,07-01-2019
RetailCorp,electronics,237.9,08-06-2032
RetailCorp,beauty,179.4,19-12-2029
RetailCorp,clothing,160.2,02-11-2021
RetailCorp,toys,168.3,08-06-2019
RetailCorp,furniture,154.7,25-08-2027
RetailCorp,food,156.2,16-08-2032
RetailCorp,furniture,194.8,06-06-2030
RetailCorp,toys,162.6,11-03-2022
RetailCorp,toys,152.2,21-02-2027
RetailCorp,stationery,287.8,11-11-2027
RetailCorp,online,117.7,12-04-2020
RetailCorp,sports,185.1,29-11-2027
RetailCorp,online,124.3,30-06-2031
RetailCorp,food,244.5,30-03-2015
RetailCorp,beauty,216.7,18-08-2015
RetailCorp,clothing,164.1,21-06-2027
RetailCorp,beauty,200.7,10-05-2021
RetailCorp,clothing,190,13-11-2029
RetailCorp,stationery,199.7,09-10-2015
RetailCorp,furniture,170.5,02-06-2021
RetailCorp,food,259.1,11-12-2028
RetailCorp,furniture,187,26-10-2031
RetailCorp,sports,210.4,22-04-2033
RetailCorp,food,168.2,28-03-2032
RetailCorp,stationery,141.6,10-12-2028
RetailCorp,clothing,197.1,03-05-2023
RetailCorp,food,243.4,16-12-2018
RetailCorp,sports,255.9,16-09-2017
RetailCorp,beauty,178.6,09-01-2016
RetailCorp,toys,232.8,17-11-2019
RetailCorp,toys,122.3,28-06-2017
RetailCorp,sports,165.4,24-11-2023
RetailCorp,electronics,128.8,27-11-2033
RetailCorp,toys,239.1,19-04-2019
RetailCorp,electronics,169.7,18-07-2021
RetailCorp,online,161.5,22-04-2029
RetailCorp,online,114.1,11-02-2021
RetailCorp,clothing,213.7,08-07-2023
RetailCorp,beauty,133.6,20-06-2016
RetailCorp,stationery,212.2,03-07-2019
RetailCorp,food,198.8,08-02-2019
RetailCorp,sports,123.6,08-12-2020
RetailCorp,beauty,192,08-07-2025
RetailCorp,food,232.5,07-04-2016
RetailCorp,electronics,171.2,21-11-2019
RetailCorp,clothing,211.8,28-10-2017
RetailCorp,online,180.7,29-01-2024
RetailCorp,beauty,272.2,09-11-2027
RetailCorp,furniture,252.8,24-03-2033
RetailCorp,electronics,220.9,11-09-2030
RetailCorp,toys,194.1,25-05-2022
RetailCorp,food,190,14-03-2027
RetailCorp,toys,200.5,22-07-2019
RetailCorp,stationery,280.4,04-02-2020
RetailCorp,online,185.1,19-04-2031
RetailCorp,stationery,159.1,12-03-2028
RetailCorp,stationery,228.6,18-06-2015
RetailCorp,sports,202.2,20-11-2033
RetailCorp,food,207.9,15-09-2029
RetailCorp,toys,96.7,27-04-2026
RetailCorp,food,221.8,26-11-2023
RetailCorp,furniture,302.5,30-06-2033
RetailCorp,sports,74.3,15-03-2016
RetailCorp,sports,118.4,29-06-2033
RetailCorp,online,200.7,17-04-2018
RetailCorp,online,120.2,30-01-2031
RetailCorp,furniture,133.7,10-10-2031
RetailCorp,online,216.8,20-04-2029
RetailCorp,furniture,236.4,11-03-2022
RetailCorp,electronics,227.9,10-03-2031
RetailCorp,furniture,232.6,09-03-2032
RetailCorp,electronics,228,11-02-2030
RetailCorp,furniture,239.9,08-04-2026
RetailCorp,furniture,170.3,29-07-2025
RetailCorp,clothing,216.6,22-08-2031
RetailCorp,sports,207.8,09-09-2033
RetailCorp,food,244.6,21-06-2018
RetailCorp,toys,170.5,18-08-2021
RetailCorp,stationery,193.4,24-03-2022
RetailCorp,beauty,247.9,17-08-2030
RetailCorp,stationery,144.4,16-01-2033
RetailCorp,clothing,218.3,03-02-2028
RetailCorp,beauty,242.3,01-04-2029
RetailCorp,food,165.7,13-08-2024
RetailCorp,food,190.1,25-08-2017
RetailCorp,beauty,213.6,03-08-2030
RetailCorp,toys,185.8,09-03-2027
RetailCorp,clothing,218,23-12-2016
RetailCorp,clothing,180.6,21-06-2016
RetailCorp,stationery,167.7,18-11-2032
RetailCorp,beauty,208.7,18-08-2021
RetailCorp,furniture,124.3,29-01-2029
RetailCorp,sports,334.9,25-05-2024
RetailCorp,beauty,160.1,19-01-2018
RetailCorp,beauty,291.7,19-05-2033
RetailCorp,toys,196.3,15-09-2023
RetailCorp,food,243.9,04-08-2016
RetailCorp,toys,253.8,09-05-2018
RetailCorp,beauty,164.6,16-02-2031
RetailCorp,food,240.9,30-01-2032
RetailCorp,online,262.3,30-11-2032
RetailCorp,beauty,180,17-05-2026
RetailCorp,electronics,241.3,13-01-2023
RetailCorp,beauty,175.8,01-06-2015
RetailCorp,stationery,256,09-12-2029
RetailCorp,food,218.6,08-04-2015
RetailCorp,beauty,211.7,13-06-2029
RetailCorp,food,307.7,28-11-2031
RetailCorp,stationery,132.8,08-08-2032
RetailCorp,electronics,156.4,04-07-2024
RetailCorp,electronics,238.4,16-01-2032
RetailCorp,furniture,136.9,05-03-2032
RetailCorp,food,249.2,30-09-2030
RetailCorp,furniture,212.8,01-06-2027
RetailCorp,toys,149.5,11-04-2031
RetailCorp,food,189.5,24-04-2029
RetailCorp,online,188.3,16-05-2019
RetailCorp,beauty,254.7,18-03-2030
RetailCorp,food,201.1,02-04-2018
RetailCorp,sports,209.6,09-07-2015
RetailCorp,electronics,171.5,24-11-2022
RetailCorp,clothing,247.8,14-12-2028
RetailCorp,food,255.3,29-01-2032
RetailCorp,sports,179.4,24-06-2027
RetailCorp,beauty,138.3,02-03-2015
RetailCorp,sports,193.5,14-03-2021
RetailCorp,electronics,158.8,22-09-2025
RetailCorp,food,248.5,19-09-2021
RetailCorp,clothing,181,17-03-2019
RetailCorp,electronics,211.7,11-10-2030
RetailCorp,online,165.9,02-10-2022
RetailCorp,stationery,191.4,24-02-2023
RetailCorp,electronics,135.9,08-01-2027
RetailCorp,furniture,170.7,18-01-2028
RetailCorp,online,234.1,10-06-2027
RetailCorp,toys,237.8,20-09-2018
RetailCorp,toys,244.7,17-03-2023
RetailCorp,clothing,218.9,05-09-2017
RetailCorp,sports,113.3,04-04-2029
RetailCorp,food,259.5,01-06-2030
RetailCorp,toys,254.9,10-12-2032
RetailCorp,sports,255.4,20-06-2033
RetailCorp,stationery,262.8,07-10-2025
RetailCorp,stationery,158.6,28-12-2029
RetailCorp,online,148.8,22-10-2015
RetailCorp,sports,222.7,19-12-2032
RetailCorp,clothing,167,15-07-2023
RetailCorp,furniture,166.4,19-08-2028
RetailCorp,online,274.8,17-02-2025
RetailCorp,stationery,274.8,12-11-2022
RetailCorp,stationery,237.1,15-02-2017
RetailCorp,sports,231.5,01-01-2022
RetailCorp,furniture,237.2,08-12-2019
RetailCorp,beauty,173,22-03-2025
RetailCorp,furniture,220.6,17-08-2020
RetailCorp,electronics,243.8,28-03-2016
RetailCorp,toys,222.7,01-09-2032
RetailCorp,food,132.6,04-07-2022
RetailCorp,toys,334.4,02-07-2020
RetailCorp,sports,180.3,20-07-2029
RetailCorp,toys,203.4,07-05-2030
RetailCorp,furniture,152.5,19-03-2023
RetailCorp,clothing,174,13-04-2026
RetailCorp,clothing,181.2,24-06-2017
RetailCorp,clothing,124.5,08-05-2016
RetailCorp,electronics,135.7,25-01-2028
RetailCorp,electronics,224.4,26-10-2017
RetailCorp,sports,219.7,11-09-2023
RetailCorp,clothing,273.2,21-11-2019
RetailCorp,furniture,165.2,28-06-2018
RetailCorp,stationery,272.2,16-09-2033
RetailCorp,furniture,142.8,20-09-2031
RetailCorp,online,249.1,06-08-2026
RetailCorp,sports,159.7,29-05-2020
RetailCorp,electronics,218.6,26-05-2031
RetailCorp,toys,246.9,14-08-2030
RetailCorp,food,119.8,11-11-2025
RetailCorp,furniture,26.4,23-04-2033
RetailCorp,electronics,185.4,20-08-2015
RetailCorp,food,218.7,07-12-2024
RetailCorp,online,191.5,18-08-2025
RetailCorp,toys,278,23-11-2029
RetailCorp,food,201.3,27-05-2024
RetailCorp,food,252.5,06-01-2025
RetailCorp,electronics,191.9,31-10-2028
RetailCorp,beauty,230.9,29-04-2029
RetailCorp,food,240.9,13-01-2023
RetailCorp,online,177.8,30-10-2022
RetailCorp,online,234.1,28-02-2027
RetailCorp,electronics,216.5,09-11-2024
RetailCorp,clothing,257.8,12-07-2022
RetailCorp,clothing,247.1,06-10-2019
RetailCorp,toys,102.3,27-10-2017
RetailCorp,electronics,217.6,01-06-2021
RetailCorp,furniture,182.3,23-07-2019
RetailCorp,food,310.8,29-08-2030
RetailCorp,electronics,181.5,24-10-2026
RetailCorp,furniture,303.6,08-12-2018
RetailCorp,online,225.6,09-12-2028
RetailCorp,furniture,120.3,10-10-2023
